State,County,Life Expectancy,Population,% Rural,Premature Deaths,% Smoking,% Obesity,% Physical Inactivy,% Excessive Drinking,% Uninsured,PCP Number,PCP Rate,MHP Number,MHP Rate,Preventable Hospital Rate,% Mammogram,% Flu Vaccine,% Unemployed,Median Household Income
Pennsylvania,Chester,81.381393589,524989,66235,4528.0,15,22,14,22,6.0,449.0,86.0,1269.0,242.0,4104.0,44.0,61.0,"3,2",102233
Pennsylvania,Clarion,78.39030676,38438,30615,483.0,23,32,24,21,8.0,17.0,44.0,53.0,138.0,5091.0,45.0,41.0,"4,9",49173
Pennsylvania,Clearfield,77.303495437,79255,43964,1175.0,24,43,30,22,6.0,36.0,45.0,213.0,269.0,4704.0,53.0,45.0,"5,2",46967
Pennsylvania,Clinton,78.092685494,38632,17928,510.0,23,39,18,19,7.0,16.0,41.0,45.0,116.0,4874.0,48.0,53.0,"5,4",50777
Pennsylvania,Columbia,78.535560471,64964,27491,873.0,22,36,34,21,6.0,34.0,52.0,48.0,74.0,3789.0,45.0,49.0,"4,8",54377
Pennsylvania,Crawford,77.13149663,84629,56544,1271.0,23,39,22,22,8.0,57.0,67.0,117.0,138.0,3826.0,48.0,48.0,"4,7",49741
Pennsylvania,Cumberland,80.042386127,253370,52208,2670.0,18,27,20,20,6.0,227.0,90.0,525.0,207.0,3483.0,49.0,56.0,"3,4",75269
Pennsylvania,Dauphin,78.690126502,278299,35720,3546.0,20,33,23,19,7.0,298.0,108.0,664.0,239.0,4562.0,45.0,53.0,"4,0",60763
Pennsylvania,Delaware,78.610675555,566747,2593,6809.0,18,27,18,22,6.0,591.0,105.0,1672.0,295.0,4466.0,41.0,58.0,"4,0",76783
Pennsylvania,Elk,78.372766166,29910,17786,413.0,22,32,22,22,5.0,12.0,40.0,31.0,104.0,3897.0,54.0,52.0,"4,9",55462
Pennsylvania,Erie,77.657920261,269728,56168,3845.0,21,33,24,22,6.0,221.0,81.0,575.0,213.0,4432.0,49.0,54.0,"4,6",51923
Pennsylvania,Fayette,75.243293798,129274,65431,2436.0,24,37,28,21,6.0,47.0,36.0,468.0,362.0,5726.0,42.0,44.0,"5,9",48055
Pennsylvania,Franklin,79.349443039,155027,60374,1875.0,21,33,25,20,9.0,93.0,60.0,179.0,115.0,3962.0,46.0,49.0,"3,8",62699
Pennsylvania,Fulton,78.974160479,14530,14845,196.0,24,27,25,22,7.0,3.0,21.0,7.0,48.0,6471.0,42.0,38.0,"4,4",56357
Pennsylvania,Greene,75.646536441,36233,25855,657.0,23,36,30,21,6.0,16.0,44.0,42.0,116.0,6481.0,42.0,34.0,"5,1",56599
Pennsylvania,Huntingdon,78.45057605,45144,31525,571.0,23,32,26,21,7.0,16.0,35.0,48.0,106.0,4309.0,47.0,44.0,"5,9",54323
Pennsylvania,Indiana,78.179619143,84073,53390,1100.0,23,27,24,20,8.0,46.0,54.0,291.0,346.0,4004.0,43.0,46.0,"5,0",51299
Pennsylvania,Jefferson,77.636998895,43425,27780,649.0,24,33,32,22,7.0,19.0,44.0,31.0,71.0,4547.0,52.0,44.0,"4,7",50789
Pennsylvania,Juniata,79.818095599,24763,20264,292.0,24,30,19,20,9.0,5.0,20.0,4.0,16.0,3671.0,54.0,55.0,"4,4",57837
Pennsylvania,Lackawanna,76.900854421,209674,34965,3277.0,21,29,24,22,7.0,171.0,81.0,442.0,211.0,4913.0,45.0,52.0,"4,9",53655
Pennsylvania,Lancaster,80.451174262,545724,110419,5359.0,20,33,21,17,12.0,392.0,72.0,835.0,153.0,2689.0,48.0,61.0,"3,4",67515
Pennsylvania,Lawrence,76.343706963,85512,36733,1397.0,23,37,30,21,6.0,36.0,42.0,108.0,126.0,4763.0,40.0,46.0,"5,1",50979
Pennsylvania,Lebanon,78.888472583,141793,35470,1704.0,21,38,22,20,8.0,83.0,59.0,400.0,282.0,2978.0,51.0,55.0,"3,9",61560
Pennsylvania,Lehigh,79.559889672,369318,27700,3915.0,18,31,17,22,8.0,373.0,101.0,720.0,195.0,4571.0,50.0,57.0,"4,5",65436
Pennsylvania,Luzerne,76.333445963,317417,64135,5194.0,21,33,28,22,6.0,252.0,79.0,344.0,108.0,4710.0,43.0,50.0,"5,7",53439
Pennsylvania,Lycoming,78.053702365,113299,42121,1556.0,22,39,22,19,7.0,83.0,73.0,202.0,178.0,3334.0,56.0,53.0,"4,8",53762
Pennsylvania,McKean,76.817530205,40625,27607,639.0,23,36,22,21,6.0,22.0,54.0,44.0,108.0,6175.0,51.0,39.0,"5,3",53266
Pennsylvania,Mercer,76.763616313,109424,51891,1789.0,23,37,25,21,7.0,67.0,61.0,188.0,172.0,4756.0,42.0,46.0,"4,9",54099
Pennsylvania,Mifflin,77.812565767,46138,23559,657.0,25,35,23,21,9.0,25.0,54.0,42.0,91.0,4789.0,51.0,57.0,"4,7",50571
Pennsylvania,Monroe,78.879670442,170271,65141,2200.0,20,33,24,20,8.0,70.0,41.0,206.0,121.0,5652.0,44.0,49.0,"5,4",63012
Pennsylvania,Montgomery,80.899246443,830915,23466,7945.0,14,25,18,22,5.0,1138.0,137.0,2968.0,357.0,3983.0,47.0,61.0,"3,5",92340
Pennsylvania,Montour,78.647948271,18230,9822,255.0,20,33,31,20,5.0,102.0,559.0,103.0,565.0,4005.0,48.0,56.0,"3,6",65534
Pennsylvania,Northampton,80.118350752,305285,38016,3430.0,19,31,27,22,6.0,251.0,82.0,733.0,240.0,4853.0,49.0,56.0,"4,5",73780
Pennsylvania,Northumberland,77.010485788,90843,32953,1531.0,23,39,28,20,7.0,39.0,43.0,33.0,36.0,4430.0,53.0,53.0,"5,6",47967
Pennsylvania,Perry,77.724488111,46272,40682,637.0,23,30,23,21,9.0,12.0,26.0,16.0,35.0,4259.0,47.0,53.0,"3,7",65401
Pennsylvania,Philadelphia,76.353925718,1584064,0,23344.0,22,29,23,21,9.0,1141.0,72.0,4319.0,273.0,6036.0,40.0,49.0,"5,5",47598
Pennsylvania,Pike,79.969680852,55809,40595,782.0,19,29,28,20,7.0,16.0,29.0,51.0,91.0,4617.0,41.0,50.0,"5,6",66595
Pennsylvania,Potter,77.972141029,16526,17457,277.0,24,33,24,21,7.0,7.0,42.0,4.0,24.0,5437.0,45.0,25.0,"5,9",49054
Pennsylvania,Schuylkill,75.679154218,141359,54068,2461.0,23,37,24,21,6.0,76.0,53.0,117.0,83.0,4642.0,39.0,53.0,"5,4",55951
Pennsylvania,Snyder,81.105807136,40372,26529,419.0,23,35,24,21,9.0,17.0,42.0,24.0,59.0,3223.0,57.0,58.0,"5,4",56873
Pennsylvania,Somerset,77.789824718,73447,55043,1128.0,24,40,31,21,8.0,27.0,37.0,79.0,108.0,3873.0,43.0,36.0,"5,3",49082
Pennsylvania,Susquehanna,78.062726017,40328,36432,634.0,23,37,31,21,8.0,15.0,37.0,28.0,69.0,5452.0,42.0,43.0,"4,3",60235
Pennsylvania,Tioga,78.713613881,40591,37829,552.0,23,35,24,21,7.0,19.0,47.0,47.0,116.0,3816.0,52.0,44.0,"5,3",51324
Pennsylvania,Union,82.563741321,44923,19244,372.0,20,30,20,21,8.0,43.0,96.0,63.0,140.0,2544.0,57.0,58.0,"4,0",61306
Pennsylvania,Venango,77.350403111,50668,30107,856.0,24,36,27,22,7.0,27.0,53.0,80.0,158.0,6379.0,44.0,53.0,"4,9",53619
Pennsylvania,Warren,78.674553636,39191,23016,570.0,22,34,21,21,6.0,19.0,48.0,46.0,117.0,3788.0,41.0,49.0,"4,5",52592
Pennsylvania,Washington,77.015008102,206865,64060,3275.0,19,38,22,22,5.0,162.0,78.0,239.0,116.0,4947.0,41.0,47.0,"4,5",65558
Pennsylvania,Wayne,78.632381092,51361,46533,765.0,21,30,26,22,7.0,26.0,51.0,46.0,90.0,4165.0,42.0,48.0,"4,7",56265
Pennsylvania,Westmoreland,77.867604779,348899,92620,5244.0,20,30,23,22,5.0,268.0,76.0,574.0,165.0,4174.0,43.0,49.0,"4,5",59407
Pennsylvania,Wyoming,74.948431122,26794,23598,473.0,23,31,31,22,6.0,12.0,44.0,16.0,60.0,4643.0,42.0,50.0,"4,9",60419
Pennsylvania,York,79.037523769,449058,107527,5390.0,21,31,21,18,6.0,315.0,70.0,554.0,123.0,4295.0,48.0,59.0,"3,8",69101
Rhode Island,Bristol,81.480995046,48479,570,434.0,14,23,19,20,3.0,97.0,199.0,100.0,206.0,2975.0,56.0,52.0,"3,0",87926
Rhode Island,Kent,79.186955448,164292,13270,2006.0,19,30,23,20,3.0,143.0,87.0,550.0,335.0,3899.0,53.0,47.0,"3,2",74230
Rhode Island,Newport,81.638583727,82082,10023,888.0,15,25,19,25,4.0,75.0,91.0,279.0,340.0,3884.0,52.0,48.0,"3,1",80862
Rhode Island,Providence,79.394403947,638931,34522,6994.0,18,30,25,19,6.0,623.0,98.0,3159.0,494.0,4222.0,49.0,43.0,"3,9",62165
Rhode Island,Washington,80.996190523,125577,39139,1361.0,16,26,19,24,3.0,113.0,90.0,402.0,320.0,3545.0,54.0,46.0,"3,1",86450
South Carolina,Abbeville,76.234120384,24527,19972,429.0,23,37,28,17,14.0,13.0,53.0,15.0,61.0,2404.0,45.0,35.0,"3,4",46499
South Carolina,Aiken,76.455743341,170872,59235,2772.0,19,36,28,19,13.0,53.0,31.0,263.0,154.0,4704.0,46.0,53.0,"2,9",56824
South Carolina,Allendale,72.375622729,8688,7112,218.0,26,37,30,15,10.0,7.0,79.0,10.0,115.0,3271.0,46.0,25.0,"5,3",32147
South Carolina,Anderson,76.259944358,202558,70969,3228.0,20,35,29,16,12.0,139.0,69.0,342.0,169.0,5117.0,55.0,53.0,"2,7",54496
South Carolina,Bamberg,73.467584542,14066,8714,326.0,22,40,36,15,13.0,5.0,35.0,6.0,43.0,3886.0,40.0,25.0,"5,6",35364
South Carolina,Barnwell,73.585554129,20866,18672,441.0,23,41,31,15,12.0,4.0,19.0,34.0,163.0,4655.0,38.0,35.0,"4,3",36675
South Carolina,Beaufort,82.900735029,192122,31873,1940.0,16,25,17,25,14.0,127.0,67.0,302.0,157.0,3643.0,51.0,54.0,"2,6",73890
South Carolina,Berkeley,78.821246856,227907,51492,2673.0,17,38,25,19,12.0,71.0,32.0,263.0,115.0,3722.0,49.0,49.0,"2,5",68690
South Carolina,Calhoun,75.96112112,14553,15175,263.0,20,45,35,18,14.0,3.0,21.0,2.0,14.0,2739.0,43.0,29.0,"3,6",47090
South Carolina,Charleston,79.046903415,411406,38106,4957.0,14,29,20,24,11.0,502.0,124.0,1491.0,362.0,3687.0,48.0,51.0,"2,3",70980
South Carolina,Cherokee,73.758967995,57300,33786,1139.0,23,44,37,16,13.0,21.0,37.0,31.0,54.0,4958.0,47.0,47.0,"3,1",46905
South Carolina,Chester,72.90599151,32244,23789,762.0,24,43,34,18,12.0,8.0,25.0,15.0,47.0,4732.0,39.0,49.0,"4,1",45400
South Carolina,Chesterfield,74.531338173,45650,34474,953.0,25,38,34,14,14.0,13.0,28.0,57.0,125.0,6708.0,42.0,46.0,"2,9",42441
South Carolina,Clarendon,75.680712569,33745,29973,673.0,23,41,32,15,15.0,9.0,27.0,36.0,107.0,4711.0,40.0,38.0,"3,9",39900
South Carolina,Colleton,71.888150329,37677,29390,866.0,23,40,36,16,14.0,19.0,50.0,46.0,122.0,5444.0,40.0,32.0,"3,2",40808
South Carolina,Darlington,73.342190489,66618,39673,1443.0,21,37,32,15,12.0,34.0,51.0,87.0,131.0,6794.0,41.0,37.0,"3,4",44007
South Carolina,Dillon,72.92860792,30479,22285,674.0,27,41,33,14,15.0,15.0,49.0,41.0,135.0,5462.0,40.0,44.0,"4,1",35483
South Carolina,Dorchester,78.2544155,162809,26605,1890.0,17,34,24,17,11.0,54.0,34.0,202.0,124.0,4717.0,47.0,46.0,"2,5",68051
South Carolina,Edgefield,80.586448333,27260,19783,369.0,20,38,32,17,14.0,10.0,37.0,16.0,59.0,4583.0,43.0,48.0,"2,8",52591
South Carolina,Fairfield,73.958424243,22347,18761,487.0,23,45,36,16,12.0,8.0,36.0,23.0,103.0,3581.0,46.0,30.0,"4,4",42496
South Carolina,Florence,73.879754971,138293,52726,2591.0,20,39,32,16,12.0,141.0,102.0,312.0,226.0,7160.0,44.0,44.0,"2,9",49770
South Carolina,Georgetown,75.843736005,62680,24976,1151.0,19,37,28,18,14.0,40.0,64.0,58.0,93.0,3950.0,44.0,48.0,"3,8",53747
South Carolina,Greenville,78.417600061,523542,56880,6173.0,17,30,24,17,14.0,547.0,106.0,1265.0,242.0,2652.0,48.0,55.0,"2,4",64399
South Carolina,Greenwood,75.931750902,70811,27692,1149.0,21,36,28,15,14.0,76.0,107.0,242.0,342.0,4473.0,51.0,53.0,"3,1",43958
South Carolina,Hampton,73.197154098,19222,16550,415.0,23,40,38,16,12.0,6.0,31.0,16.0,83.0,5366.0,43.0,29.0,"2,7",37560
South Carolina,Horry,77.232466826,354081,81799,5807.0,19,33,26,19,17.0,203.0,59.0,543.0,153.0,4107.0,42.0,50.0,"3,6",53648
South Carolina,Jasper,77.442203999,30073,16519,469.0,23,37,25,17,21.0,6.0,21.0,22.0,73.0,6062.0,42.0,40.0,"2,5",50790
South Carolina,Kershaw,76.933771625,66551,35587,1100.0,20,38,27,18,12.0,43.0,66.0,86.0,129.0,4276.0,47.0,51.0,"3,0",56318
South Carolina,Lancaster,77.788276045,98012,38291,1427.0,19,32,26,18,12.0,42.0,44.0,48.0,49.0,6409.0,40.0,52.0,"3,3",63842
South Carolina,Laurens,73.848284561,67493,42713,1419.0,24,37,32,15,14.0,35.0,52.0,43.0,64.0,3670.0,47.0,44.0,"3,0",47038
South Carolina,Lee,71.451903185,16828,13829,417.0,24,40,36,14,12.0,3.0,18.0,19.0,113.0,6348.0,41.0,38.0,"4,0",37710
South Carolina,Lexington,77.989007736,298750,66322,3830.0,19,32,24,20,12.0,181.0,61.0,487.0,163.0,3600.0,45.0,50.0,"2,3",62059
South Carolina,McCormick,72.450679255,9463,10233,228.0,22,38,29,16,13.0,3.0,32.0,6.0,63.0,2885.0,54.0,48.0,"3,1",48645
South Carolina,Marion,72.102783354,30657,20086,774.0,23,41,35,15,14.0,13.0,42.0,30.0,98.0,6907.0,40.0,32.0,"4,3",35138
South Carolina,Marlboro,72.361904813,26118,15927,634.0,25,42,35,14,13.0,5.0,19.0,63.0,241.0,6485.0,45.0,33.0,"4,8",34532
South Carolina,Newberry,77.165523034,38440,25449,609.0,21,36,32,18,14.0,25.0,65.0,23.0,60.0,3682.0,48.0,53.0,"2,7",50773
South Carolina,Oconee,76.250165674,79546,48219,1356.0,20,33,23,20,15.0,45.0,57.0,72.0,91.0,4125.0,59.0,54.0,"2,8",52240
South Carolina,Orangeburg,73.935234281,86175,58995,1812.0,21,41,29,13,13.0,38.0,44.0,139.0,161.0,5137.0,42.0,35.0,"4,8",38736
South Carolina,Pickens,77.056228015,126884,42673,1787.0,20,30,22,18,13.0,77.0,62.0,147.0,116.0,4099.0,51.0,51.0,"2,8",52949
South Carolina,Richland,77.710320511,415759,34876,4976.0,17,34,23,17,11.0,352.0,85.0,1427.0,343.0,3772.0,47.0,45.0,"2,8",52905
South Carolina,Saluda,79.094647125,20473,16005,298.0,21,39,32,17,19.0,3.0,15.0,12.0,59.0,4203.0,43.0,45.0,"2,7",49493
South Carolina,Spartanburg,75.927889549,319785,77992,4982.0,20,35,28,15,13.0,208.0,66.0,378.0,118.0,3961.0,49.0,50.0,"2,6",55588
South Carolina,Sumter,75.313939641,106721,34349,1785.0,21,40,29,16,13.0,53.0,50.0,156.0,146.0,6386.0,44.0,46.0,"3,4",49611
South Carolina,Union,73.906277312,27316,18928,619.0,23,47,33,16,12.0,12.0,44.0,25.0,92.0,4686.0,53.0,44.0,"3,5",42851
South Carolina,Williamsburg,72.069293127,30368,28205,735.0,22,46,35,14,12.0,5.0,16.0,37.0,122.0,4984.0,43.0,32.0,"4,6",34409
South Carolina,York,78.168953356,280979,51895,3285.0,18,32,23,19,10.0,127.0,46.0,483.0,172.0,4519.0,45.0,54.0,"2,8",68468
South Dakota,Beadle,78.833326835,18453,4761,215.0,21,37,20,22,15.0,10.0,53.0,53.0,287.0,7387.0,46.0,54.0,"3,2",51844
South Dakota,Bon Homme,80.427371716,6901,7070,72.0,21,40,24,25,11.0,4.0,57.0,1.0,14.0,4667.0,59.0,31.0,"3,2",52660
South Dakota,Brookings,82.387833481,35077,9483,205.0,17,30,16,22,9.0,20.0,57.0,48.0,137.0,4494.0,53.0,59.0,"3,3",59036
South Dakota,Brown,81.106739004,38839,10554,380.0,18,35,22,21,11.0,25.0,64.0,142.0,366.0,4234.0,61.0,56.0,"3,1",61447
South Dakota,Brule,80.47933145,5297,5255,63.0,21,35,27,23,17.0,8.0,153.0,6.0,113.0,3682.0,49.0,48.0,"3,1",65008
South Dakota,Butte,77.283545219,10429,4870,141.0,22,33,22,23,13.0,3.0,29.0,4.0,38.0,2261.0,43.0,34.0,"3,4",50105
South Dakota,Charles Mix,74.692591744,9292,9129,145.0,26,41,18,23,17.0,5.0,54.0,6.0,65.0,3492.0,45.0,24.0,"3,7",51340
South Dakota,Clay,79.044568816,14070,3372,137.0,18,31,20,24,10.0,7.0,50.0,7.0,50.0,2941.0,46.0,58.0,"3,3",51039
South Dakota,Codington,80.637049568,28009,6116,279.0,20,34,23,25,9.0,26.0,93.0,72.0,257.0,5535.0,59.0,59.0,"3,2",63442
South Dakota,Custer,79.966777137,8972,8216,138.0,18,33,25,23,12.0,4.0,46.0,5.0,56.0,2985.0,44.0,44.0,"4,4",63665
South Dakota,Davison,78.629099331,19775,4549,247.0,19,30,24,26,10.0,14.0,71.0,30.0,152.0,2954.0,53.0,63.0,"2,9",57367
South Dakota,Day,76.745985352,5424,5710,84.0,22,39,28,23,14.0,2.0,36.0,309.07331166486097,172.59552184904297,4779.0,53.0,21.0,"4,6",51516
South Dakota,Deuel,81.842815574,4351,4364,1387.7775761973876,19,41,22,26,11.0,1.0,23.0,309.07331166486097,172.59552184904297,6727.0,54.0,43.0,"4,8",65217
South Dakota,Dewey,68.087870851,5892,3397,121.0,32,43,30,20,18.0,1.0,17.0,2.0,34.0,5117.0,21.0,28.0,"8,3",47640
South Dakota,Douglas,81.32998191,2921,3002,1387.7775761973876,19,28,24,26,15.0,1.0,34.0,1.0,34.0,2804.0,47.0,40.0,"2,8",56030
South Dakota,Edmunds,82.501569982,3829,4071,1387.7775761973876,18,32,31,25,11.0,2.0,52.0,309.07331166486097,172.59552184904297,3052.0,57.0,46.0,"3,0",59905
South Dakota,Fall River,75.782495515,6713,3544,153.0,21,39,24,23,11.0,4.0,59.0,42.0,626.0,3666.0,31.0,21.0,"4,3",49965
South Dakota,Faulk,81.706104202,2299,2364,1387.7775761973876,18,40,27,24,11.0,1.0,43.0,309.07331166486097,172.59552184904297,5191.0,40.0,22.0,"3,3",49198
South Dakota,Grant,79.32688794,7052,4073,75.0,19,25,21,26,11.0,8.0,112.0,1.0,14.0,6018.0,42.0,38.0,"3,4",60057
South Dakota,Gregory,79.085862999,4185,4271,1387.7775761973876,22,27,32,23,16.0,3.0,71.0,1.0,24.0,9802.0,50.0,32.0,"3,5",42868
South Dakota,Haakon,77.401695374,1899,1937,1387.7775761973876,22,29,28,22,11.0,2.0,104.0,309.07331166486097,172.59552184904297,7420.0,47.0,19.0,"2,9",50747
South Dakota,Hamlin,78.342964309,6164,5903,69.0,19,34,22,23,10.0,1.0,16.0,309.07331166486097,172.59552184904297,2860.0,58.0,45.0,"3,3",60864
South Dakota,Hand,83.313177944,3191,3431,1387.7775761973876,18,38,24,25,11.0,1.0,31.0,309.07331166486097,172.59552184904297,3035.0,55.0,62.0,"2,8",56239
South Dakota,Hughes,78.596526034,17526,4302,222.0,17,32,22,24,10.0,13.0,74.0,39.0,223.0,2006.0,50.0,58.0,"2,7",66952
South Dakota,Hutchinson,78.982003585,7291,7343,88.0,19,34,20,24,12.0,5.0,68.0,2.0,27.0,5311.0,51.0,32.0,"3,1",59336
South Dakota,Jerauld,79.910679501,2013,2071,1387.7775761973876,19,24,26,24,12.0,1.0,49.0,309.07331166486097,172.59552184904297,5116.0,57.0,24.0,"2,8",52162
South Dakota,Kingsbury,80.362934907,4939,5148,1387.7775761973876,18,29,28,26,10.0,2.0,41.0,309.07331166486097,172.59552184904297,3402.0,52.0,44.0,"3,0",61992
South Dakota,Lake,81.29211096,12797,5026,117.0,18,33,25,24,9.0,9.0,69.0,16.0,125.0,3321.0,52.0,57.0,"3,6",63946
South Dakota,Lawrence,79.674567721,25844,8888,294.0,19,27,18,25,11.0,22.0,85.0,48.0,186.0,2175.0,51.0,53.0,"3,2",53902
South Dakota,Lincoln,84.287675123,61128,13119,375.0,15,31,20,22,6.0,95.0,162.0,159.0,260.0,4927.0,52.0,54.0,"2,6",86235
South Dakota,Lyman,75.414773381,3781,3755,59.0,26,38,29,21,17.0,1.0,26.0,2.0,53.0,2053.0,54.0,34.0,"4,8",47813
South Dakota,McCook,76.726185062,5586,5618,83.0,19,35,23,23,12.0,1.0,18.0,309.07331166486097,172.59552184904297,4743.0,49.0,53.0,"2,9",62535
South Dakota,McPherson,80.406321811,2379,2459,1387.7775761973876,21,27,28,23,12.0,2.0,83.0,309.07331166486097,172.59552184904297,729.0,63.0,50.0,"4,3",43243
South Dakota,Marshall,84.799934806,4935,4656,1387.7775761973876,18,27,22,25,16.0,1.0,20.0,309.07331166486097,172.59552184904297,5729.0,52.0,21.0,"3,8",59103
South Dakota,Meade,78.83647204,28332,9664,332.0,18,29,21,20,9.0,18.0,64.0,69.0,244.0,3181.0,49.0,45.0,"3,6",59981
South Dakota,Miner,77.544500911,2216,2389,1387.7775761973876,20,30,20,25,10.0,1.0,45.0,309.07331166486097,172.59552184904297,3305.0,50.0,22.0,"3,1",52230
South Dakota,Minnehaha,78.554435786,193134,23109,1987.0,17,31,21,23,10.0,182.0,94.0,373.0,193.0,4361.0,53.0,60.0,"2,9",63162
South Dakota,Moody,80.447379655,6576,6486,68.0,21,39,28,22,15.0,2.0,30.0,7.0,106.0,5377.0,50.0,37.0,"3,6",61029
South Dakota,Pennington,79.199304493,113775,20999,1356.0,19,29,22,24,13.0,108.0,97.0,318.0,279.0,3557.0,47.0,50.0,"3,4",58919
South Dakota,Perkins,77.640800156,2865,2982,1387.7775761973876,19,30,23,24,14.0,1.0,34.0,6.0,209.0,3707.0,44.0,19.0,"3,1",49999
South Dakota,Roberts,75.085981146,10394,10149,154.0,25,41,38,21,17.0,5.0,48.0,9.0,87.0,5395.0,50.0,27.0,"4,3",49088
South Dakota,Spink,79.448515241,6376,6415,81.0,19,40,24,23,11.0,2.0,31.0,4.0,63.0,6163.0,51.0,28.0,"3,4",54666
South Dakota,Stanley,89.184561882,3098,1261,1387.7775761973876,16,26,24,27,10.0,3.0,99.0,1.0,32.0,1474.0,45.0,55.0,"3,0",70472
South Dakota,Todd,67.423945392,10177,9612,198.0,40,40,26,20,19.0,2.0,19.0,8.0,79.0,9950.0,19.0,17.0,"6,5",34015
South Dakota,Tripp,77.864807861,5441,2737,76.0,22,36,25,23,17.0,5.0,91.0,20.0,368.0,7534.0,48.0,22.0,"2,9",50503
South Dakota,Union,80.652402363,15932,8840,164.0,17,34,18,25,7.0,10.0,64.0,7.0,44.0,4671.0,56.0,50.0,"3,4",83910
South Dakota,Walworth,79.757357155,5435,1981,71.0,20,29,22,25,14.0,5.0,89.0,9.0,166.0,5543.0,47.0,21.0,"5,5",51472
South Dakota,Yankton,78.400465916,22814,7801,310.0,20,36,20,26,10.0,23.0,101.0,128.0,561.0,3735.0,51.0,60.0,"2,9",60868
Tennessee,Anderson,74.903394236,76978,26041,1447.0,24,34,28,15,12.0,39.0,51.0,72.0,94.0,4421.0,48.0,58.0,"3,6",50973
Tennessee,Bedford,74.869590787,49713,25053,833.0,26,34,32,16,15.0,15.0,31.0,34.0,68.0,4566.0,42.0,47.0,"3,7",50539
Tennessee,Benton,72.142167805,16160,12937,410.0,30,33,26,15,13.0,3.0,19.0,7.0,43.0,5153.0,35.0,50.0,"4,5",42322
Tennessee,Bledsoe,77.894899465,15064,12876,248.0,28,37,31,16,18.0,1.0,7.0,4.0,27.0,2991.0,40.0,37.0,"5,4",42730
Tennessee,Blount,77.042199676,133088,40140,2110.0,22,36,25,17,11.0,90.0,69.0,176.0,132.0,4717.0,46.0,56.0,"3,2",59368
Tennessee,Bradley,76.555573321,108110,32630,1673.0,25,37,30,16,14.0,55.0,52.0,110.0,102.0,5048.0,43.0,46.0,"3,5",52534
Tennessee,Campbell,71.873666616,39842,22403,1010.0,29,31,31,15,13.0,19.0,48.0,20.0,50.0,6646.0,41.0,41.0,"4,6",42500
Tennessee,Cannon,74.038127587,14678,11197,306.0,27,39,26,16,13.0,3.0,21.0,2.0,14.0,5949.0,41.0,48.0,"3,1",52960
Tennessee,Carroll,74.098485542,27767,23690,593.0,26,34,33,15,12.0,12.0,43.0,14.0,50.0,6011.0,39.0,53.0,"4,8",43258
Tennessee,Carter,75.153792865,56391,23524,1155.0,28,38,30,16,13.0,22.0,39.0,17.0,30.0,6290.0,45.0,45.0,"4,1",39964
Tennessee,Cheatham,74.428996416,40667,32442,744.0,24,30,19,18,12.0,23.0,57.0,30.0,74.0,4701.0,35.0,51.0,"2,6",62786
Tennessee,Chester,76.59153837,17297,11177,293.0,25,35,26,17,13.0,4.0,23.0,15.0,87.0,4933.0,36.0,47.0,"3,4",50769
Tennessee,Claiborne,73.955389484,31959,23050,675.0,28,31,29,15,12.0,23.0,72.0,6.0,19.0,4595.0,35.0,40.0,"4,2",40116
Tennessee,Clay,74.54726482,7615,7861,167.0,31,32,32,15,13.0,2.0,26.0,309.07331166486097,172.59552184904297,7909.0,36.0,45.0,"6,0",36694
Tennessee,Cocke,71.496163188,36004,24083,905.0,31,41,32,15,12.0,16.0,45.0,15.0,42.0,5025.0,46.0,48.0,"4,5",40528
Tennessee,Coffee,74.565914091,56520,24967,1053.0,25,31,34,16,12.0,37.0,66.0,127.0,225.0,5466.0,36.0,51.0,"3,3",54931
Tennessee,Cumberland,76.603134909,60520,34132,1150.0,27,35,30,17,13.0,40.0,67.0,20.0,33.0,3790.0,48.0,50.0,"4,5",49142
Tennessee,Davidson,77.042077423,694144,21382,8846.0,20,29,23,17,14.0,665.0,96.0,2327.0,335.0,5087.0,39.0,52.0,"2,5",63846
Tennessee,Decatur,75.642356063,11663,11757,243.0,28,34,35,16,12.0,4.0,34.0,11.0,94.0,5500.0,35.0,48.0,"5,3",45215
Tennessee,DeKalb,73.589378499,20490,14673,432.0,26,35,28,16,15.0,9.0,45.0,10.0,49.0,4971.0,37.0,55.0,"4,3",46407
Tennessee,Dickson,74.799003487,53948,33650,945.0,25,28,22,16,13.0,19.0,36.0,55.0,102.0,6799.0,42.0,54.0,"3,0",59126
Tennessee,Dyer,73.052973967,37159,16432,795.0,27,38,38,17,11.0,14.0,38.0,20.0,54.0,8987.0,30.0,49.0,"4,9",48770
Tennessee,Fayette,78.087331104,41133,30363,646.0,23,44,31,16,10.0,15.0,37.0,4.0,10.0,4771.0,36.0,50.0,"3,6",67345
Tennessee,Fentress,74.088256058,18523,17959,419.0,30,31,27,15,13.0,10.0,55.0,6.0,32.0,9340.0,35.0,46.0,"4,2",38608
Tennessee,Franklin,76.09040419,42208,28579,739.0,25,33,25,17,12.0,27.0,64.0,22.0,52.0,4887.0,41.0,53.0,"3,3",54319
Tennessee,Gibson,74.090244948,49133,23706,984.0,26,41,32,15,11.0,21.0,43.0,12.0,24.0,5371.0,44.0,52.0,"4,2",46384
Tennessee,Giles,74.69165407,29464,21744,582.0,25,33,40,16,12.0,11.0,37.0,16.0,54.0,6304.0,39.0,52.0,"3,9",50847
